Author,Comment,Likes,Timestamp
@ricardotrejoruiz5776,"Method hiding violate the Liskov substitution principle, remember that. And also violates that principle if a method implementation doesn&#39;t what is supusted to do the interface or parent class. Easy axample, you have an interface called Vertebrate with a method Integer numberOfBones() and want to use classes implemented it. Is not valid to return zero bones, because it suposed to have bones. That simply is.<br>Interfaces markers are recomended to avoid it. Doesn&#39;t bring any information about the object",1,2022-01-17T11:06:25Z
@ricardotrejoruiz5776,This question are true. In interview they asked me 5 of them,1,2022-01-17T10:54:28Z
@prathambante15,Thank you so much maam. You teach very well🙏🙏,2,2022-01-16T11:32:58Z
@paruparvati4981,What happens when we call system.exit() method after the finally block? Will it execute finally block?,1,2022-01-09T06:07:34Z
@FastTrackDevOps,"<a href=""http://www.youtube.com/results?search_query=%23impressive"">#impressive</a>",1,2022-01-08T06:27:30Z
@sagargoyal7540,Thanks for making this video. Can you please prove these notes it will be helpful for me cz my placements are near.,1,2022-01-07T17:03:40Z
@shameemahamad2617,"surely the questions you have selected in this video are all very important, thanks for making such an informative video.",6,2022-01-06T13:39:14Z
@kuntalchaudhari5928,Thank you so much for making very informative videos. I am able to crack interviews and got 3 offers in hand.. thank you so much,3,2022-01-03T11:09:28Z
@AllinOne-et2on,Please make a video on object cloning and their types ❤️,2,2021-12-27T16:07:07Z
@VibhaHande,"Hi <br>Your videos are great and they really help to refresh and learn and prepare for interviews quickly, thank you :)<br>Can you make videos on types of memory, threads, and multithreading (concepts)? (Your current multithreading video is for very deep understanding and for hands-on working - would like to have a quick refresher and basic tricky questions on threads and multi-threading. <br>All the best :)<br>Thank you!",16,2021-12-01T17:07:03Z
@omkarbhujbal6142,Ma&#39;am explain JIT compiler again,1,2021-11-30T09:29:17Z
@akashshirude910,"In 2 nd question , are we compiling code two times?",1,2021-11-28T05:53:57Z
@-Laharithalla,"Mam. I have virtusa interview . It was said that they ll ask from <a href=""http://java.is/"">java.is</a> this video helpful for my interview.",1,2021-11-26T10:17:27Z
@gokulaher2476,"If you create a same static method with &quot;same name&quot;, &quot;same arguments list&quot; and with &quot;same return type&quot; in sub-class then it is called as method hiding <br>Similarly <br>If you create a same private method with &quot;same name&quot;, &quot;same arguments list&quot; and with &quot;same return type&quot; in sub-class  then what it is called as ?",0,2021-11-20T14:47:42Z
@gokulaher2476,I have a question Q) Can I create my own marker interface ? an interface with no methods in it<br>for example if I create interface a     public interface MyOwnMarkerInterface{ } will it be consider as a marker interface?  can now the MyOwnMarkerInterface will behave same as Cloneable or Serializable <br>pl. provide detail answer... Thank you,1,2021-11-20T14:39:56Z
@paulvincent9473,Thank you 🙏,1,2021-11-17T19:29:06Z
@giridatta1525,Thank you so much mam,1,2021-11-06T09:56:47Z
@shadabalam3681,"Question 3:- why string is immutable ? <br>Answer :- the very correct answer i found from different source -&gt; because of hashing related collection , key takes as string , so string is immutable .  [correct me if im wrong ]",1,2021-10-25T18:49:34Z
@shivampatil5709,In Method Hiding Super class method is hidden from sub class therefore sub class is not able to change its implementation.,0,2021-10-18T13:15:27Z
@venkatb8317,"Hi Thanks for tutorials, can you please make a video on &quot;what are the design patterns used in your project&quot; please make a video on it",1,2021-10-16T04:18:52Z
@sathishraja2406,Mam please make more video for interview,1,2021-10-10T18:52:23Z
@prasadchougale8865,Thanks nice explanation very helpful ☺️,1,2021-10-08T14:12:31Z
@HM_Milan,Thank you,1,2021-10-04T21:19:01Z
@shivanipawar1414,"I started watching before some days only but i like the way you describe.<br>Please if there is any session on ejb , it will help to understand",2,2021-09-28T15:57:12Z
@ankushborkar9902,Very good questions and answers covered,1,2021-09-27T12:31:31Z
@shilpawaghmare6166,Can u tell what is auto compilation in java,0,2021-09-26T08:10:23Z
@varshapardeshi8720,"Hi , one question regarding static method overriding, you mentioned parent class method is hidden? It depends on reference type Right?",1,2021-09-25T18:18:44Z
@bhavanamahajan3657,"Hi, thank you for this video. Just one question- can we even call static variables with the class object?",6,2021-09-25T17:21:53Z
@backbenchersclassbbc5089,"I hope this video will help me to get placed in MNC which I am going to attend interview 😁 and your voice is very nice, helping to learn more 😁😁",5,2021-09-23T19:57:48Z
@mangeshingle7694,Nice one <br>But in singleton class you said private constructor () but whenever we use any modifier on any return type infront of any constructor it will be treated as a normal method. <br>Please make me correct if you not satisfied,1,2021-09-22T14:08:14Z
@dattu2206,Thank you,1,2021-09-19T03:32:22Z
@Manish_Kumar_Bihar,it was very informative !!,1,2021-09-15T13:41:02Z
@101-suvarnaa6,Sprb mam,1,2021-09-13T16:06:18Z
@srirajpandey593,Valuable information and very important questions. Thanks for making such a lovely video....,2,2021-09-13T13:16:45Z
@rehaniqbal6330,"Good content, really helped me alot Thank you",1,2021-09-11T10:39:17Z
@hardikjain9971,I am unable to understand the JIT complier,3,2021-09-08T21:18:42Z
@Shashwat_Tiwari,"Very helpful video , thank you",1,2021-09-08T18:46:25Z
@vijaykumar-ut1ze,Can you please provide your number. I need core java training. Please reply asap,1,2021-09-05T11:58:12Z
@Sandy_sandy143,"Mam can I get job only with strong knowledge about core java  concepts like oops, multithreading, exceptionhandling, collections,file I/o????",1,2021-09-04T17:09:35Z
@jeejavrajan165,Thank you so much for these videos. Helped me crack 2 of the 3 interviews I attended. I&#39;m joining next week.<br>Thanks a lot ❤️,27,2021-09-01T10:18:08Z
@anandiyer3114,"<a href=""https://www.youtube.com/watch?v=PwiuAebCruY&amp;t=842"">14:02</a> override the readResolve() and return single_instance to retain Singleton behavior at time of Serialization.",1,2021-08-31T15:58:00Z
@rishikeshjangam9380,Can we overload static method in java ? please reply,2,2021-08-24T11:55:40Z
@Ravikumar-nf2mu,please upload oops concepts real time examples,1,2021-08-23T16:24:26Z
@spooja4549,1.why java is not 100% object oriented? <br>2.why pointers are not used in java ? <br>3.what is jit compiler in java? <br>4.why string is immutable in java? <br>5.what is a marker interface? <br>6.can you override a private Or static method in java? <br>7.Does finally always execute  in java?<br>8.what methods does the object class have? <br>9. How can you make a class immutable? <br>10.what is singleton class in java and how can we make a class singleton?,55,2021-08-18T04:17:46Z
@kazaasekhar,excellent thank you,1,2021-08-17T01:32:05Z
@sidrakhan5857,Like seriously these are concept making questions that work like blueprints to learn and differencing any language to other one.. hats off mam ❤️,10,2021-08-16T00:15:56Z
@hirentandel5017,"I am a mechanical engineer and I have a desire to  switch into IT industry, I am learning core Java as one of my friends suggested it. to understand all these exhaust me and after a while I am back on it <a href=""http://again.is/"">again.is</a> there any chance this industry could give me entry level opportunity?",2,2021-08-13T12:18:09Z
@pbbodino5818,I&#39;ll have interview on Saturday and I&#39;ve been to many as well but they all have different questions for this role. These questions were never been asked but I&#39;ll try to study this still.,3,2021-08-10T12:00:55Z
@asadahmed597,Nice but it would be great if you could add examples of code while explaining it.,3,2021-08-09T09:44:32Z
@rajatchaurasia6320,take breath while explaining plz....its just sounds that you are reading newspaper or i m listening it in 2x speed...,3,2021-08-07T21:26:39Z
@sushaanthg8979,I got confident after watching the video that I can crack the interview,1,2021-08-06T19:21:19Z
@kavithas51,Pls post video for javascript and react js,1,2021-08-02T09:36:40Z
@akashjain7319,top class content,1,2021-07-31T07:20:06Z
@AkanshaGrowArts,loved it !! you are too good !! Mam where do you work? I am super curious :D,1,2021-07-30T09:12:20Z
@shivamrathod5059,"I had an interview 2 days ago and Immutable class, singleton, Finally, Method Hiding, Java is pure object oriented or not? This questions were asked, I came here just to check different questions for my upcoming TCS Interview 🤗, Wish me Luck, BTW Thanks For this video 💙",18,2021-07-30T04:16:06Z
@surya5064,"Hi mam, Thanks for the questions<br><br>can u please tell me why we have to do deep copy other than shallow copy??",3,2021-07-28T17:32:28Z
@HemanthKumar-zk6cg,Can u piz upload java interview programs,1,2021-07-26T09:50:40Z
@manohargrandhi6881,Tq so much very very useful,1,2021-07-19T01:51:32Z
@amruthakanthimath9080,ur too good seriously,1,2021-07-13T09:34:12Z
@Ezhil-rq9in,Nice voice,1,2021-07-11T11:37:10Z
@busipavankumarreddy5013,"Maam,very good explanation with basics , thank you so much maam",2,2021-07-06T16:38:21Z
@sreshthasaha5953,What will be answer to this Question:  How to find the values of an arraylist without using loop or iterator? please answer.,1,2021-07-04T07:58:01Z
@deep_parida,Much appreciated... Bang on target...,1,2021-07-02T17:40:02Z
@chandrasheker3887,Thanks for enlightening us 👍🙏,1,2021-07-02T06:53:23Z
@deepakjava3506,I have given interview after going through your videos. Selected...,1,2021-07-02T02:55:50Z
@shivamrai2889,Thanks a lot for these videos...,1,2021-07-01T09:17:40Z
@durgamadhabajena320,This is some top class teaching. One of the best java explainers that I have came across.,4,2021-06-28T19:13:10Z
@vaseemsd3381,Today my interview.hope this help me.,1,2021-06-28T04:22:02Z
@-GSaiSiddharthReddy,My sister got Job because of this video,3,2021-06-20T06:49:55Z
@priyankachougule4334,Thank you @CodeDecode..I just recently got opportunity in company for lead role in just a month and I am having 5 years experience only..it&#39;s kind of achievement in my organization..please keep post videos with same enthusiasm. Thank you 🙂🙏,10,2021-06-19T06:20:53Z
@rohith1976,Omg I watched your video today morning before my interview I got exact same questions from this thank you ❤️,320,2021-06-18T16:04:09Z
@MalaysiaLoManiGaadu,yes most of the questions above were asked by me in the java developer interview.,1,2021-06-16T06:42:11Z
@googlyization,What is the advantage of composition over Inheritance,1,2021-06-15T13:29:09Z
@vigneshm4916,When to use abstract class and when to use an interface ? Could you please let me know?,2,2021-06-14T08:02:56Z
@chandu92,Please upload spring interview questions and answers.,1,2021-06-08T10:47:08Z
@Pishkoo,Best one,1,2021-06-07T13:38:51Z
@Priya1_123,"Straight to the point, lot of information covered and it&#39;s quite useful for interviews.👍",16,2021-06-05T12:20:14Z
@Siva-xq1qd,Could you please answer the questions with a practical approach? So that we can understand deeply rather than bookish knowledge of the Java,1,2021-06-02T06:45:29Z
@Siva-xq1qd,In depth knowledge is required to answer these kind of questions 🤨🤨🤨🤨😞😞😞,2,2021-06-02T06:36:45Z
@RohitKumar_jijju,Are u a student of HK..?,0,2021-05-30T06:55:58Z
@rajashekarreddy3505,Nice explanation..tq,1,2021-05-30T05:15:44Z
@sagar8257,very good.,1,2021-05-28T21:32:19Z
@surajdangat2980,"Just to addition :- Also when we kill executing thread, Finally also not execute.",1,2021-05-28T05:32:10Z
@shivasaikrishna5782,In jit compiler question where is jvm java virtual machine,0,2021-05-27T13:08:22Z
@maheshakkemwar509,Thanks 3000,1,2021-05-24T07:34:47Z
@thisissuvv,"Its very helpful, still I would request you if you can provide a pdf , otherwise also its fine.",2,2021-05-15T07:09:23Z
@priyankachougule4334,Great Content &amp; precise explanation! These are all the questions I faced in the interviews. It really helps me &amp; boosting my confidence! Thanks a ton!,60,2021-05-15T04:55:26Z
@shubhamsingh-cm4be,Make a video for JWT,1,2021-05-11T07:59:53Z
@muralijava552,what is the difference between collection and stream and difference between object oriented and functional,1,2021-05-10T12:22:19Z
@shaileshsharma82,"<a href=""https://www.youtube.com/watch?v=PwiuAebCruY&amp;t=867"">14:27</a> sab se pehle was the best",2,2021-05-07T18:38:48Z
@vishalrajilu143,Nice video!,1,2021-05-06T21:32:43Z
@shubhamtyagi8029,"Very helpful, clear, to the point and nice content. Please try to make video on Serialization and Multithreading concepts also.",7,2021-04-29T11:45:44Z
@SumitSharma-bn1wp,Does anyone know why are pointers unsafe?,1,2021-04-25T09:17:02Z
@nitupandey7520,Mam plz one things u do just explain slowly if it&#39;s possible...,1,2021-04-23T19:39:09Z
@nitupandey7520,Very helpful video thanks a lot 👍,1,2021-04-23T19:19:11Z
@rams6227,Perfect explanation..thanks for all your videos which is really helpful...can you post something on Java threads please.,3,2021-04-21T21:36:56Z
@livelifekingsize9930,Hi mam ..do u offer any java courses ..,1,2021-04-15T17:08:56Z
@soumikbanerjee3059,This is top-drawer stuff. Thanks a ton.,19,2021-04-11T05:56:33Z
@srinivash292,Thanks a lot. Is there a way you can share you ppt slides that you are using? That would be really helpful in going back revising after watching you videos,4,2021-04-08T22:13:49Z
@ashishtiwari3770,"Most helpful video for interview as well as personal learning purpose.Voice is as clear as the explanation. Sabse Pehle  at <a href=""https://www.youtube.com/watch?v=PwiuAebCruY&amp;t=869"">14:29</a> 😄",9,2021-04-06T02:58:41Z
@paritoshdalai9035,I cracked Wipro wilp 😊,3,2021-04-04T12:53:59Z
@AA-dl8jw,Please do more videos on core java interview questions,2,2021-04-02T13:53:35Z
@RahulSahs,Can i get the above slides in pdf version?,0,2021-04-01T14:15:00Z
@nilosreedas275,"Hi,<br>While explaining the singleton design at aroung <a href=""https://www.youtube.com/watch?v=PwiuAebCruY&amp;t=915"">15:15</a> you are mentioning that for initializing the reference variable single_instance you are creating a static block, but its a static method right???",1,2021-03-31T05:33:16Z
@Yhsk-ih5ym,"public, private, protected are called access modifiers, then what are static, non-static are called? And what is the difference between access specifiers and access modifiers?",2,2021-03-28T02:27:50Z
@tejabhadhurgama9060,Thank you..Very nice explanantion.. Please prepare interview questions on threads as well,1,2021-03-27T03:50:21Z
@laxminarasimham4080,how i missed these videos,1,2021-03-18T17:07:20Z
@kumaraveeravenkataganeshpi7188,Super madam,1,2021-03-16T16:07:29Z
@shubhamshukla2385,soo much to learn from this video..<br>thank u mam,1,2021-03-15T20:02:40Z
@dancerlashya,"Really Useful<br>I have a doubt, What is the difference between Immutable class and Singleton class",2,2021-03-14T08:38:13Z
@bhaktiprayag.09,"I did not get the point of JIT compiler, it compiles and not interprets, I didn&#39;t get that point, can u please elaborate just the last bit of your JIT segment.",1,2021-03-06T07:30:38Z
@santhoshivempati9757,Very nice and informative...which i have never seen anywhere. Thank you so much. Its very helpful to me,2,2021-03-05T13:45:47Z
@777megapixel,"It&#39;s very useful, thank you!",2,2021-03-04T20:41:37Z
@kamalnayan5331,"Thanks a lot mam ..😁, keep making such videos",2,2021-03-01T18:44:39Z
@NaveenSMaRK,Tanks for ur Video.. its very helpful to prepare For interview so do more interviews videos,2,2021-02-24T09:53:32Z
@venkateshk3725,"Thank you so much &#39;Code Decode&#39; team for these awesome videos. For few months, I&#39;m struggling to switch from manual testing to Java developer. Not able to crack interviews. But now I got confidence after watching these channel videos. Suddenly 5 days back I came across this channel, all videos are insightful. I will watch all videos and share video links to the needy. Can you please add a video on the multi-threading detail tutorial?",39,2021-02-24T04:41:53Z
@nisargpatel2958,"Great Videos, Thank you",2,2021-02-23T12:12:36Z
@rajasekharb4667,What is abstraction and where you used in your application? 7yrs exp candidate how well can he answer this question. What is the answer interviewer is expecting,2,2021-02-16T12:05:34Z
@silpavig6838,Thank u mam <br>Can you please make videos on new features in Java 8,2,2021-02-02T14:53:11Z
@tko9753,Why would you create immutable class? And isn’t it the same as abstract class?,1,2021-02-01T19:07:21Z
@sagar1691,Very well explained...looking forward to watch and learn more on java,2,2021-01-31T13:39:19Z
@ritesh_b,Best place to learn JAVA love it,3,2021-01-28T08:51:27Z
@arpitsohar174,"Nice video but can be improvised. The answer for singleton was not completed, you can add the impact of multithreading on getInstance method.",2,2021-01-25T13:03:54Z
@charu6363,"Yes, please more interview questions for java and JavaScript. Thank you.",6,2021-01-22T20:38:25Z
@jeevansaimanikanta782,Could you please elaborate about Hit compiler. Based on what you said the jit compiler takes bunch of byte code and convert or compile to machine code to boost up the performance. So the doubt is does the interpreter has no role in the JRE,5,2021-01-22T04:13:39Z
@janupandu2091,Super can u pls say how to prepare i degree 2nd year in 3rd year itself i want get job plsss.....,0,2021-01-20T13:03:00Z
@harshadramekar,"Please create Core Java, Collection, Spring, Spring boot, Restful webseries and microservices interview questions for 6+ years experience.",1,2021-01-19T15:49:10Z
@umeshnayak9830,Thanks for this 👍,1,2021-01-17T05:23:09Z
@rakeshmallick9479,All of your videos I have seen it is super,1,2021-01-08T23:18:09Z
@ipshamohanty6682,"Please post important interview q and a&#39;s on Advanced java topics, java 8 topics such as functional programming, lambda expressions, streaming APIs and java 10 concepts",1,2021-01-08T09:27:18Z
@hasanhussain9238,Thnku mam it was so helpfull😊,1,2021-01-01T12:43:33Z
@usamaansari7903,best,1,2021-01-01T05:01:45Z
@bunnyhop9798,What are coding questions..on Java?,1,2020-12-20T12:51:36Z
@mayankshahabadeeoneeightze2529,love your playlist. questions were of good level.,2,2020-12-19T03:09:31Z
@rohanguptamusic,this is perfect wooww,6,2020-12-18T15:44:31Z
@VishalSharma-rn7mt,awesome,2,2020-12-17T16:17:15Z
@rockgemini,Please activate your Windows!,1,2020-12-13T16:45:32Z
@Pankaj_w27,Tysm ur ans are sweet as ur voice.,0,2020-12-05T19:27:39Z
@jayakrishna-xx4io,its so nice of you mam your videos are helping in right time and we want more in java and as well as DBMS interview questions.....✌✌☺☺☺,1,2020-12-04T16:17:02Z
@Nehakumari-qt5hj,"Hi, First of all Thank You so much for this wonderful video. I have one question why we should not call static method directly using object reference?",2,2020-11-29T14:03:08Z
@mohanaraobongu4314,"Here is my <a href=""http://question.do/"">question.Do</a> you really think every empty interface is a marker interface ?",0,2020-11-24T00:41:10Z
@rohit_884,"<a href=""https://www.youtube.com/watch?v=PwiuAebCruY&amp;t=573"">9:33</a> system.crash() 😋. Loved the video though!",9,2020-11-20T10:13:52Z
@MohammadIshfaqueJahanRafee,that sabse pehle :) :). Good work though.,2,2020-11-13T18:51:31Z
@sudhakarthangavelu7164,Can you please provid collection related interview questions,5,2020-11-10T10:10:11Z
@rexsam3134,Pls take session on Threads Thread pool Executor etc complex examples,1,2020-11-09T19:20:26Z
@amarthyaseshu683,"Mam, you said you can call the static method by creating an object also, but you should not call like that, means is there any reason for not calling like that?",2,2020-11-09T15:42:47Z
@rithikamurali2000,Amazing! But I don&#39;t understand the part why we go for marker interface,0,2020-11-07T13:53:21Z
@deathrain1832,so JIT compiler doesn;t need byte code is it?,0,2020-11-05T04:32:01Z
@sebastiananj5767,Good,1,2020-11-04T15:56:36Z
@rishav.raj179,One of the best video. If possible please make more.,1,2020-10-30T18:32:52Z
@ashishpal5446,Very smooth explanation... Thank you so much for these kind of videos... This helps very much while looking for job change... Keep doing it ✌️,5,2020-10-27T14:12:02Z
@shefalisuryavanshi1154,Very clearly explained the concept behind any topic.. thanks,2,2020-10-24T17:43:50Z
@mohammedsardar3779,Thanks for explaining diligently.,1,2020-10-24T04:32:34Z
@theSeniorSDE,Thanks for making such informative videos. I am preparing for interviews and your channel is helping me alot. I will let you know after I crack my interview 😊,433,2020-10-22T04:16:42Z
@sauravsengupta1544,"Hello Ma&#39;am, could you kindly create a tutorial on Thread Executor Framework? Thanks in advance and thank you so much for providing such useful content through your channel.",6,2020-10-20T17:40:12Z
@abhatiwari4622,thank you mam,1,2020-10-16T02:23:34Z
@NareshKumar-dw9xp,Thank you 3000,2,2020-10-14T10:23:35Z
@ramanujam09,String was made immutable as the string literal carries a meaning to it. When it changes its no more the same thing hence the object must also change. Your explanation speaks of how it was implemented once it was decided to be immutable.<br>Good video. Thank you.,0,2020-10-11T05:00:05Z
@JP-uv2nh,Straight to the point. Clearly explained. Thank you so much.,40,2020-10-10T03:43:47Z
@sathyapss8966,How can i get job offer mam? Plz tell me mam..I&#39;m a fresher for dhz job,1,2020-10-08T08:21:20Z
@sathyapss8966,Thank u so much mam..,2,2020-10-08T05:27:30Z
@thecodingknowledge5565,very simply explained thank you ma&#39;am,1,2020-10-07T15:44:57Z
@AyeshaKhan-lb8vq,Great video with amazing explanation.. 👍👍,3,2020-09-27T18:40:20Z
@Devdumplings,Please do a video on SOLID principles,1,2020-09-25T18:30:00Z
@letsexplore7806,great video !,1,2020-09-22T19:03:08Z
@Santosh-Kumar-D,@Code Decode  please make a video on what is required and how deeply one should learn java and what should we do after learning java to get a good job as java developer. <br><br><br><br>(For an ECE Student)...bcoz whole java will not be there in ECE academics.,3,2020-09-19T00:25:29Z
@Santosh-Kumar-D,Mam.....shocked seeing these questions.....are these asked for freshers or experienced ??,0,2020-09-18T17:56:56Z
@NehaSingh-yv2jn,Totally insightful. Thank you for making this amazing video.,12,2020-09-13T03:29:26Z
@kcinbhardwaj,"Thanks lots, you are doing real social services..",3,2020-09-12T01:45:13Z
@pooranik5342,"Very very useful <a href=""http://video.do/"">video.do</a> more videos on spring boot and other topic",1,2020-09-06T20:51:35Z
@shrikantshelar5044,Awesome,0,2020-09-04T20:11:35Z
@shubhamtagalpallewar7125,"Thank you ma&#39;am, these are real time interview questions, which I had faced too, getting more clarity with your videos now..<br>also if possible please make videos on exception handling interview questions...",21,2020-09-03T16:07:19Z
@UU237,Thanks you videos are really helping me to brish up quickly especially when i am not getting time to read i hear you videos even while cooking :) ...please make a detailed one on mulyi threading and files...these have been always my week points,7,2020-09-02T10:21:06Z
@ManojDhaware,"Nicely Explained !! Please upload some more videos with memory management,thread,exception and basics OOps concept !! It&#39;d we very nice if only interview questions &amp; answers provided.",8,2020-09-01T09:51:39Z
@virendrasinghbais9028,That&#39;s what I was looking for. You have great experience with interviews. Would you mind sharing your linkedin profile?,6,2020-08-26T18:55:44Z
@harmanmax,"nice explanation mam  , am background from php from last 6 year now just started<br> learning Java . this is good start for helping me and others  , thank you.",9,2020-07-18T11:46:36Z
@NehaSharma-ds3ur,well explained. please make a video for other common java question asked in an interview,1,2020-07-18T09:33:30Z
@reassume4826,Really cool video... Thanks ma&#39;m,1,2020-07-15T19:57:51Z
